ID,Site,num_inoculated_wells,positive_well_med,positive_well_95pc_low,positive_well_95pc_high,taxon_positive_med,taxon_positive_95pc_low,taxon_positive_95pc_high,pure_well_med,pure_well_95pc_low,pure_well_95pc_high,taxon_pure_med,taxon_pure_95pc_low,taxon_pure_95pc_high
7193,Tbon2,460,398.0,383.0,411.0,0.0,0.0,0.0,125.0,105.0,144.0,0.0,0.0,0.0
7193,Tbon3,460,398.0,383.0,411.0,0.0,0.0,1.0,124.0,106.0,142.0,0.0,0.0,0.0
5713,ARD2c,460,397.0,383.0,412.0,0.0,0.0,0.0,125.0,106.0,143.0,0.0,0.0,0.0
5713,ARD3,460,398.0,382.0,412.0,4.0,0.0,8.0,125.0,106.95,145.04999999999995,0.0,0.0,2.0
5713,CJ,460,331.0,312.0,349.0,10.0,5.0,16.0,164.0,144.0,182.04999999999995,3.0,0.0,6.0
5713,CJ2,460,397.0,381.0,411.0,11.0,5.0,18.0,124.0,106.0,142.0,1.0,0.0,4.0
5713,CJ3,460,398.0,384.0,412.04999999999995,25.0,16.0,35.0,125.0,106.0,143.0,3.0,1.0,8.0
5713,FWC,460,398.0,384.0,411.0,0.0,0.0,2.0,125.0,105.0,145.0,0.0,0.0,1.0
5713,FWC2,460,398.0,383.0,411.0,13.0,7.0,21.0,125.0,106.0,144.0,2.0,0.0,5.0
5713,FWC3,460,398.0,383.95,413.0,11.0,5.0,18.0,124.0,106.0,143.0,1.0,0.0,4.0
5713,JLB,460,395.0,380.0,409.0,5.0,1.0,10.0,126.0,110.0,146.0,1.0,0.0,3.0
5713,JLB2c,460,398.0,383.0,411.0,4.0,0.0,7.0499999999999545,125.0,106.95,142.04999999999995,0.0,0.0,2.0
5713,JLB3,460,398.0,384.0,412.0,0.0,0.0,1.0,125.0,106.0,143.0,0.0,0.0,1.0
5713,LKB,460,398.0,384.0,411.0,1.0,0.0,3.0,125.0,106.0,143.0,0.0,0.0,1.0
5713,LKB2,460,397.0,383.0,411.0,1.0,0.0,4.0,124.0,105.0,143.0,0.0,0.0,1.0
5713,LKB3,460,398.0,383.95,411.0,1.0,0.0,3.0499999999999545,124.0,106.0,144.04999999999995,0.0,0.0,1.0
5713,Tbon2,460,398.0,383.0,411.0,7.0,2.0,13.0,124.0,106.0,142.0,1.0,0.0,3.0
5713,Tbon3,460,399.0,383.0,412.0,8.0,3.0,14.0,124.0,107.0,144.0,1.0,0.0,3.0
3526,ARD2c,460,398.0,383.0,412.04999999999995,5.0,1.0,11.0,125.0,106.0,144.0,1.0,0.0,3.0
3526,ARD3,460,397.0,384.0,412.0,0.0,0.0,2.0,125.0,105.0,145.0,0.0,0.0,1.0
3526,CJ,460,331.0,310.0,350.0,0.0,0.0,0.0,164.0,142.95000000000002,185.0,0.0,0.0,0.0
3526,CJ2,460,398.0,383.0,413.0,0.0,0.0,0.0,124.0,105.95,143.0,0.0,0.0,0.0
